"years_since_cessation","condition","prop_risk_reduction"
32,"Peripheral_arterial_disease",1.0000000000055
32,"Abdominal_aortic_aneurysm",1.0000000000055
32,"Venous_thromboembolism",1.0000000000055
32,"Chronic_obstructive_pulmonary_disease",0.986772502
32,"Asthma",1
32,"Tuberculosis",1
32,"Obstructive_sleep_apnoea",1
32,"Pneumonia",1
32,"Influenza_clinically_diagnosed",1
32,"Influenza_microbiologically_confirmed",1
32,"Diabetes",1.0000000000055
32,"Alzheimers_disease",1
32,"Vascular_dementia",1
32,"All_cause_dementia",1
32,"Depression",1
32,"Schizophrenia",1
32,"Multiple_sclerosis",1
32,"Systematic_lupus_erythematosis",1
32,"Low_back_pain",1
32,"Psoriasis",1
32,"Age_related_macular_degeneration",1
32,"Crohns_disease",1
32,"Hip_fracture",1
32,"Idiopathic_pulmonary_fibrosis",1
32,"Rheumatoid_arthritis",1
32,"Chronic_Kidney_disease",1
32,"End_stage_renal_disease",1
32,"Senile_cataract",1
32,"Bulimia",1
32,"Hearing_loss",1
32,"Ulcerative_colitis",1
32,"Psychosis",1
32,"Parkinson",1
33,"Oral_cavity",0.968542509
33,"Pharynx",0.968542509
33,"Lung",0.968542509
33,"Nasopharynx_sinonasal",0.968542509
33,"Larynx",0.968542509
33,"Oesophageal_AC",0.968542509
33,"Oesophageal_SCC",0.968542509
33,"Stomach",0.968542509
33,"Pancreas",0.968542509
33,"Liver",0.968542509
33,"Colorectal",0.968542509
33,"Kidney",0.968542509
33,"Lower_urinary_tract",0.968542509
33,"Bladder",0.968542509
33,"Cervical",0.968542509
33,"Acute_myeloid_leukaemia",0.968542509
33,"Ischaemic_heart_disease",1.00000000000501
33,"Haemorrhagic_Stroke",1.00000000000501
33,"Ischaemic_Stroke",1.00000000000501
33,"Peripheral_arterial_disease",1.00000000000501
33,"Abdominal_aortic_aneurysm",1.00000000000501
33,"Venous_thromboembolism",1.00000000000501
33,"Chronic_obstructive_pulmonary_disease",0.98932867
33,"Asthma",1
33,"Tuberculosis",1
33,"Obstructive_sleep_apnoea",1
33,"Pneumonia",1
33,"Influenza_clinically_diagnosed",1
33,"Influenza_microbiologically_confirmed",1
33,"Diabetes",1.00000000000501
33,"Alzheimers_disease",1
33,"Vascular_dementia",1
33,"All_cause_dementia",1
33,"Depression",1
33,"Schizophrenia",1
33,"Multiple_sclerosis",1
33,"Systematic_lupus_erythematosis",1
33,"Low_back_pain",1
33,"Psoriasis",1
33,"Age_related_macular_degeneration",1
33,"Crohns_disease",1
33,"Hip_fracture",1
33,"Idiopathic_pulmonary_fibrosis",1
33,"Rheumatoid_arthritis",1
33,"Chronic_Kidney_disease",1
33,"End_stage_renal_disease",1
33,"Senile_cataract",1
33,"Bulimia",1
33,"Hearing_loss",1
33,"Ulcerative_colitis",1
33,"Psychosis",1
33,"Parkinson",1
34,"Oral_cavity",0.97405401
34,"Pharynx",0.97405401
34,"Lung",0.97405401
34,"Nasopharynx_sinonasal",0.97405401
34,"Larynx",0.97405401
34,"Oesophageal_AC",0.97405401
34,"Oesophageal_SCC",0.97405401
34,"Stomach",0.97405401
34,"Pancreas",0.97405401
34,"Liver",0.97405401
34,"Colorectal",0.97405401
34,"Kidney",0.97405401
34,"Lower_urinary_tract",0.97405401
34,"Bladder",0.97405401
34,"Cervical",0.97405401
34,"Acute_myeloid_leukaemia",0.97405401
34,"Ischaemic_heart_disease",1.00000000000444
34,"Haemorrhagic_Stroke",1.00000000000444
34,"Ischaemic_Stroke",1.00000000000444
34,"Peripheral_arterial_disease",1.00000000000444
34,"Abdominal_aortic_aneurysm",1.00000000000444
34,"Venous_thromboembolism",1.00000000000444
34,"Chronic_obstructive_pulmonary_disease",0.991592674
34,"Asthma",1
34,"Tuberculosis",1
34,"Obstructive_sleep_apnoea",1
34,"Pneumonia",1
34,"Influenza_clinically_diagnosed",1
34,"Influenza_microbiologically_confirmed",1
34,"Diabetes",1.00000000000444
34,"Alzheimers_disease",1
34,"Vascular_dementia",1
34,"All_cause_dementia",1
34,"Depression",1
34,"Schizophrenia",1
34,"Multiple_sclerosis",1
34,"Systematic_lupus_erythematosis",1
34,"Low_back_pain",1
34,"Psoriasis",1
34,"Age_related_macular_degeneration",1
34,"Crohns_disease",1
34,"Hip_fracture",1
34,"Idiopathic_pulmonary_fibrosis",1
34,"Rheumatoid_arthritis",1
34,"Chronic_Kidney_disease",1
34,"End_stage_renal_disease",1
34,"Senile_cataract",1
34,"Bulimia",1
34,"Hearing_loss",1
34,"Ulcerative_colitis",1
34,"Psychosis",1
34,"Parkinson",1
35,"Oral_cavity",0.979181606
35,"Pharynx",0.979181606
35,"Lung",0.979181606
35,"Nasopharynx_sinonasal",0.979181606
35,"Larynx",0.979181606
35,"Oesophageal_AC",0.979181606
35,"Oesophageal_SCC",0.979181606
35,"Stomach",0.979181606
35,"Pancreas",0.979181606
35,"Liver",0.979181606
35,"Colorectal",0.979181606
35,"Kidney",0.979181606
35,"Lower_urinary_tract",0.979181606
35,"Bladder",0.979181606
35,"Cervical",0.979181606
35,"Acute_myeloid_leukaemia",0.979181606
35,"Ischaemic_heart_disease",1.00000000000377
35,"Haemorrhagic_Stroke",1.00000000000377
35,"Ischaemic_Stroke",1.00000000000377
35,"Peripheral_arterial_disease",1.00000000000377
35,"Abdominal_aortic_aneurysm",1.00000000000377
35,"Venous_thromboembolism",1.00000000000377
35,"Chronic_obstructive_pulmonary_disease",0.993585105
35,"Asthma",1
35,"Tuberculosis",1
35,"Obstructive_sleep_apnoea",1
35,"Pneumonia",1
35,"Influenza_clinically_diagnosed",1
35,"Influenza_microbiologically_confirmed",1
35,"Diabetes",1.00000000000377
35,"Alzheimers_disease",1
35,"Vascular_dementia",1
35,"All_cause_dementia",1
35,"Depression",1
35,"Schizophrenia",1
35,"Multiple_sclerosis",1
35,"Systematic_lupus_erythematosis",1
35,"Low_back_pain",1
35,"Psoriasis",1
35,"Age_related_macular_degeneration",1
35,"Crohns_disease",1
35,"Hip_fracture",1
35,"Idiopathic_pulmonary_fibrosis",1
35,"Rheumatoid_arthritis",1
35,"Chronic_Kidney_disease",1
35,"End_stage_renal_disease",1
35,"Senile_cataract",1
35,"Bulimia",1
35,"Hearing_loss",1
35,"Ulcerative_colitis",1
35,"Psychosis",1
35,"Parkinson",1
36,"Oral_cavity",0.983954472
36,"Pharynx",0.983954472
36,"Lung",0.983954472
36,"Nasopharynx_sinonasal",0.983954472
36,"Larynx",0.983954472
36,"Oesophageal_AC",0.983954472
36,"Oesophageal_SCC",0.983954472
36,"Stomach",0.983954472
36,"Pancreas",0.983954472
36,"Liver",0.983954472
36,"Colorectal",0.983954472
36,"Kidney",0.983954472
36,"Lower_urinary_tract",0.983954472
36,"Bladder",0.983954472
36,"Cervical",0.983954472
36,"Acute_myeloid_leukaemia",0.983954472
36,"Ischaemic_heart_disease",1.00000000000303
36,"Haemorrhagic_Stroke",1.00000000000303
36,"Ischaemic_Stroke",1.00000000000303
36,"Peripheral_arterial_disease",1.00000000000303
36,"Abdominal_aortic_aneurysm",1.00000000000303
36,"Venous_thromboembolism",1.00000000000303
36,"Chronic_obstructive_pulmonary_disease",0.995323578
36,"Asthma",1
36,"Tuberculosis",1
36,"Obstructive_sleep_apnoea",1
36,"Pneumonia",1
36,"Influenza_clinically_diagnosed",1
36,"Influenza_microbiologically_confirmed",1
36,"Diabetes",1.00000000000303
36,"Alzheimers_disease",1
36,"Vascular_dementia",1
36,"All_cause_dementia",1
36,"Depression",1
36,"Schizophrenia",1
36,"Multiple_sclerosis",1
36,"Systematic_lupus_erythematosis",1
36,"Low_back_pain",1
36,"Psoriasis",1
36,"Age_related_macular_degeneration",1
36,"Crohns_disease",1
36,"Hip_fracture",1
36,"Idiopathic_pulmonary_fibrosis",1
36,"Rheumatoid_arthritis",1
36,"Chronic_Kidney_disease",1
36,"End_stage_renal_disease",1
36,"Senile_cataract",1
36,"Bulimia",1
36,"Hearing_loss",1
36,"Ulcerative_colitis",1
36,"Psychosis",1
36,"Parkinson",1
37,"Oral_cavity",0.988399304
37,"Pharynx",0.988399304
37,"Lung",0.988399304
37,"Nasopharynx_sinonasal",0.988399304
37,"Larynx",0.988399304
37,"Oesophageal_AC",0.988399304
37,"Oesophageal_SCC",0.988399304
37,"Stomach",0.988399304
37,"Pancreas",0.988399304
37,"Liver",0.988399304
37,"Colorectal",0.988399304
37,"Kidney",0.988399304
37,"Lower_urinary_tract",0.988399304
37,"Bladder",0.988399304
37,"Cervical",0.988399304
37,"Acute_myeloid_leukaemia",0.988399304
37,"Ischaemic_heart_disease",1.00000000000219
37,"Haemorrhagic_Stroke",1.00000000000219
37,"Ischaemic_Stroke",1.00000000000219
37,"Peripheral_arterial_disease",1.00000000000219
37,"Abdominal_aortic_aneurysm",1.00000000000219
37,"Venous_thromboembolism",1.00000000000219
37,"Chronic_obstructive_pulmonary_disease",0.996823004
37,"Asthma",1
37,"Tuberculosis",1
37,"Obstructive_sleep_apnoea",1
37,"Pneumonia",1
37,"Influenza_clinically_diagnosed",1
37,"Influenza_microbiologically_confirmed",1
37,"Diabetes",1.00000000000219
37,"Alzheimers_disease",1
37,"Vascular_dementia",1
37,"All_cause_dementia",1
37,"Depression",1
37,"Schizophrenia",1
37,"Multiple_sclerosis",1
37,"Systematic_lupus_erythematosis",1
37,"Low_back_pain",1
37,"Psoriasis",1
37,"Age_related_macular_degeneration",1
37,"Crohns_disease",1
37,"Hip_fracture",1
37,"Idiopathic_pulmonary_fibrosis",1
37,"Rheumatoid_arthritis",1
37,"Chronic_Kidney_disease",1
37,"End_stage_renal_disease",1
37,"Senile_cataract",1
37,"Bulimia",1
37,"Hearing_loss",1
37,"Ulcerative_colitis",1
37,"Psychosis",1
37,"Parkinson",1
38,"Oral_cavity",0.99254055
38,"Pharynx",0.99254055
38,"Lung",0.99254055
38,"Nasopharynx_sinonasal",0.99254055
38,"Larynx",0.99254055
38,"Oesophageal_AC",0.99254055
38,"Oesophageal_SCC",0.99254055
38,"Stomach",0.99254055
38,"Pancreas",0.99254055
38,"Liver",0.99254055
38,"Colorectal",0.99254055
38,"Kidney",0.99254055
38,"Lower_urinary_tract",0.99254055
38,"Bladder",0.99254055
38,"Cervical",0.99254055
38,"Acute_myeloid_leukaemia",0.99254055
38,"Ischaemic_heart_disease",1.00000000000127
38,"Haemorrhagic_Stroke",1.00000000000127
38,"Ischaemic_Stroke",1.00000000000127
38,"Peripheral_arterial_disease",1.00000000000127
38,"Abdominal_aortic_aneurysm",1.00000000000127
38,"Venous_thromboembolism",1.00000000000127
38,"Chronic_obstructive_pulmonary_disease",0.998095817
38,"Asthma",1
38,"Tuberculosis",1
38,"Obstructive_sleep_apnoea",1
38,"Pneumonia",1
38,"Influenza_clinically_diagnosed",1
38,"Influenza_microbiologically_confirmed",1
38,"Diabetes",1.00000000000127
38,"Alzheimers_disease",1
38,"Vascular_dementia",1
38,"All_cause_dementia",1
38,"Depression",1
38,"Schizophrenia",1
38,"Multiple_sclerosis",1
38,"Systematic_lupus_erythematosis",1
38,"Low_back_pain",1
38,"Psoriasis",1
38,"Age_related_macular_degeneration",1
38,"Crohns_disease",1
38,"Hip_fracture",1
38,"Idiopathic_pulmonary_fibrosis",1
38,"Rheumatoid_arthritis",1
38,"Chronic_Kidney_disease",1
38,"End_stage_renal_disease",1
38,"Senile_cataract",1
38,"Bulimia",1
38,"Hearing_loss",1
38,"Ulcerative_colitis",1
38,"Psychosis",1
38,"Parkinson",1
39,"Oral_cavity",0.996400605
39,"Pharynx",0.996400605
39,"Lung",0.996400605
39,"Nasopharynx_sinonasal",0.996400605
39,"Larynx",0.996400605
39,"Oesophageal_AC",0.996400605
39,"Oesophageal_SCC",0.996400605
39,"Stomach",0.996400605
39,"Pancreas",0.996400605
39,"Liver",0.996400605
39,"Colorectal",0.996400605
39,"Kidney",0.996400605
39,"Lower_urinary_tract",0.996400605
39,"Bladder",0.996400605
39,"Cervical",0.996400605
39,"Acute_myeloid_leukaemia",0.996400605
39,"Ischaemic_heart_disease",1.00000000000026
39,"Haemorrhagic_Stroke",1.00000000000026
39,"Ischaemic_Stroke",1.00000000000026
39,"Peripheral_arterial_disease",1.00000000000026
39,"Abdominal_aortic_aneurysm",1.00000000000026
39,"Venous_thromboembolism",1.00000000000026
39,"Chronic_obstructive_pulmonary_disease",0.999152154
39,"Asthma",1
39,"Tuberculosis",1
39,"Obstructive_sleep_apnoea",1
39,"Pneumonia",1
39,"Influenza_clinically_diagnosed",1
39,"Influenza_microbiologically_confirmed",1
39,"Diabetes",1.00000000000026
39,"Alzheimers_disease",1
39,"Vascular_dementia",1
39,"All_cause_dementia",1
39,"Depression",1
39,"Schizophrenia",1
39,"Multiple_sclerosis",1
39,"Systematic_lupus_erythematosis",1
39,"Low_back_pain",1
39,"Psoriasis",1
39,"Age_related_macular_degeneration",1
39,"Crohns_disease",1
39,"Hip_fracture",1
39,"Idiopathic_pulmonary_fibrosis",1
39,"Rheumatoid_arthritis",1
39,"Chronic_Kidney_disease",1
39,"End_stage_renal_disease",1
39,"Senile_cataract",1
39,"Bulimia",1
39,"Hearing_loss",1
39,"Ulcerative_colitis",1
39,"Psychosis",1
39,"Parkinson",1
40,"Oral_cavity",0.999999999999803
40,"Pharynx",0.999999999999803
40,"Lung",0.999999999999803
40,"Nasopharynx_sinonasal",0.999999999999803
40,"Larynx",0.999999999999803
40,"Oesophageal_AC",0.999999999999803
40,"Oesophageal_SCC",0.999999999999803
40,"Stomach",0.999999999999803
40,"Pancreas",0.999999999999803
40,"Liver",0.999999999999803
40,"Colorectal",0.999999999999803
40,"Kidney",0.999999999999803
40,"Lower_urinary_tract",0.999999999999803
40,"Bladder",0.999999999999803
40,"Cervical",0.999999999999803
40,"Acute_myeloid_leukaemia",0.999999999999803
40,"Ischaemic_heart_disease",0.999999999999168
40,"Haemorrhagic_Stroke",0.999999999999168
40,"Ischaemic_Stroke",0.999999999999168
40,"Peripheral_arterial_disease",0.999999999999168
40,"Abdominal_aortic_aneurysm",0.999999999999168
40,"Venous_thromboembolism",0.999999999999168
40,"Chronic_obstructive_pulmonary_disease",0.999999999999818
40,"Asthma",1
40,"Tuberculosis",1
40,"Obstructive_sleep_apnoea",1
40,"Pneumonia",1
40,"Influenza_clinically_diagnosed",1
40,"Influenza_microbiologically_confirmed",1
40,"Diabetes",0.999999999999168
40,"Alzheimers_disease",1
40,"Vascular_dementia",1
40,"All_cause_dementia",1
40,"Depression",1
40,"Schizophrenia",1
40,"Multiple_sclerosis",1
40,"Systematic_lupus_erythematosis",1
40,"Low_back_pain",1
40,"Psoriasis",1
40,"Age_related_macular_degeneration",1
40,"Crohns_disease",1
40,"Hip_fracture",1
40,"Idiopathic_pulmonary_fibrosis",1
40,"Rheumatoid_arthritis",1
40,"Chronic_Kidney_disease",1
40,"End_stage_renal_disease",1
40,"Senile_cataract",1
40,"Bulimia",1
40,"Hearing_loss",1
40,"Ulcerative_colitis",1
40,"Psychosis",1
40,"Parkinson",1
